"Población de 10 y más años de la C.A. de Euskadi por comarca, nivel de instrucción, sexo y periodo"

"comarca";"nivel de instrucción";"sexo";"periodo";Población de 10 y más años de la C.A. de Euskadi
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2016";54658
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2018";56332
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2019";60462
"Bilbo Handia / Gran Bilbao";"Profesionales";"Mujeres";"2020";62922
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2010";88836
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2013";86186
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2014";84499
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2015";85514
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2016";84602
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2018";86267
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2019";85815
"Bilbo Handia / Gran Bilbao";"Secundarios";"Hombres";"2020";85113
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2010";85492
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2013";85829
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2014";84473
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2015";85639
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2016";85245
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2018";87424
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2019";87478
"Bilbo Handia / Gran Bilbao";"Secundarios";"Mujeres";"2020";87409
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2010";27749
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2013";24350
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2014";23645
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2015";22974
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2016";23277
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2018";22617
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2019";22113
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Hombres";"2020";21173
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2010";40469
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2013";37793
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2014";37172
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2015";36429
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2016";37072
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2018";36338
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2019";35226
"Bilbo Handia / Gran Bilbao";"Medio-superiores";"Mujeres";"2020";34219
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2010";64140
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2013";68025
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2014";69636
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2015";69688
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2016";70456
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2018";73545
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2019";75229
"Bilbo Handia / Gran Bilbao";"Superiores";"Hombres";"2020";77799
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2010";66247
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2013";71294
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2014";73517
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2015";74474
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2016";76087
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2018";81344
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2019";84711
"Bilbo Handia / Gran Bilbao";"Superiores";"Mujeres";"2020";88750
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2010";124
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2013";99
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2014";89
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2015";100
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2016";90
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2018";75
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2019";67
"Debabarrena / Bajo Deba";"Analfabetos";"Hombres";"2020";65
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2010";247
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2013";194
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2014";187
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2015";170
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2016";157
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2018";137
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2019";124
"Debabarrena / Bajo Deba";"Analfabetos";"Mujeres";"2020";120
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2010";619
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2013";551
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2014";525
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2015";522
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2016";487
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2018";492
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2019";473
"Debabarrena / Bajo Deba";"Sin estudios";"Hombres";"2020";482
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2010";999
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2013";904
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2014";853
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2015";822
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2016";787
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2018";748
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2019";741
"Debabarrena / Bajo Deba";"Sin estudios";"Mujeres";"2020";732
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2010";9239
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2013";8894
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2014";8795
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2015";8618
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2016";8522
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2018";8180
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2019";7950
"Debabarrena / Bajo Deba";"Primarios";"Hombres";"2020";7804
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2010";10838
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2013";10451
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2014";10287
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2015";10167
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2016";10017
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2018";9704
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2019";9328
"Debabarrena / Bajo Deba";"Primarios";"Mujeres";"2020";9199
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2010";5596
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2013";6019
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2014";6142
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2015";6184
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2016";6254
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2018";6459
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2019";6806
"Debabarrena / Bajo Deba";"Profesionales";"Hombres";"2020";7032
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2010";3352
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2013";3591
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2014";3690
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2015";3757
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2016";3789
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2018";4012
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2019";4296
"Debabarrena / Bajo Deba";"Profesionales";"Mujeres";"2020";4472
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2010";4768
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2013";4598
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2014";4582
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2015";4625
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2016";4626
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2018";4789
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2019";4813
"Debabarrena / Bajo Deba";"Secundarios";"Hombres";"2020";4786
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2010";4553
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2013";4676
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2014";4675
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2015";4799
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2016";4841
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2018";4937
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2019";5036
"Debabarrena / Bajo Deba";"Secundarios";"Mujeres";"2020";5052
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2010";1678
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2013";1462
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2014";1428
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2015";1412
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2016";1404
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2018";1372
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2019";1331
"Debabarrena / Bajo Deba";"Medio-superiores";"Hombres";"2020";1253
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2010";2180
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2013";2009
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2014";1982
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2015";1959
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2016";1991
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2018";1949
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2019";1902
"Debabarrena / Bajo Deba";"Medio-superiores";"Mujeres";"2020";1822
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2010";2426
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2013";2788
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2014";2856
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2015";2910
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2016";2952
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2018";3183
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2019";3258
"Debabarrena / Bajo Deba";"Superiores";"Hombres";"2020";3402
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2010";2968
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2013";3365
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2014";3509
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2015";3586
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2016";3682
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2018";4054
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2019";4198
"Debabarrena / Bajo Deba";"Superiores";"Mujeres";"2020";4423
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2010";128
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2013";110
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2014";98
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2015";88
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2016";81
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2018";70
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2019";65
"Debagoiena / Alto Deba";"Analfabetos";"Hombres";"2020";63
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2010";224
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2013";177
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2014";169
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2015";167
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2016";156
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2018";132
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2019";127
"Debagoiena / Alto Deba";"Analfabetos";"Mujeres";"2020";123
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2010";518
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2013";494
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2014";458
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2015";450
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2016";410
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2018";421
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2019";395
"Debagoiena / Alto Deba";"Sin estudios";"Hombres";"2020";391
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2010";898
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2013";769
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2014";747
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2015";737
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2016";720
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2018";714
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2019";665
"Debagoiena / Alto Deba";"Sin estudios";"Mujeres";"2020";659
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2010";9544
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2013";9153
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2014";9067
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2015";8902
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2016";8673
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2018";8247
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2019";7925
"Debagoiena / Alto Deba";"Primarios";"Hombres";"2020";7815
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2010";11900
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2013";11485
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2014";11357
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2015";11198
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2016";11051
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2018";10658
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2019";10341
"Debagoiena / Alto Deba";"Primarios";"Mujeres";"2020";10133
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2010";7067
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2013";7802
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2014";7909
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2015";7955
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2016";8040
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2018";8351
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2019";8697
"Debagoiena / Alto Deba";"Profesionales";"Hombres";"2020";8913
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2010";3329
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2013";3812
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2014";3837
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2015";3874
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2016";3909
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2018";4085
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2019";4396
"Debagoiena / Alto Deba";"Profesionales";"Mujeres";"2020";4555
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2010";5770
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2013";5587
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2014";5539
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2015";5588
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2016";5505
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2018";5529
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2019";5570
"Debagoiena / Alto Deba";"Secundarios";"Hombres";"2020";5460
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2010";5188
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2013";5134
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2014";5165
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2015";5266
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2016";5246
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2018";5447
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2019";5461
"Debagoiena / Alto Deba";"Secundarios";"Mujeres";"2020";5515
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2010";1903
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2013";1678
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2014";1667
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2015";1631
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2016";1644
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2018";1599
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2019";1569
"Debagoiena / Alto Deba";"Medio-superiores";"Hombres";"2020";1508
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2010";2656
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2013";2471
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2014";2453
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2015";2408
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2016";2469
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2018";2423
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2019";2339
"Debagoiena / Alto Deba";"Medio-superiores";"Mujeres";"2020";2242
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2010";2943
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2013";3380
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2014";3530
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2015";3562
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2016";3675
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2018";3996
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2019";4108
"Debagoiena / Alto Deba";"Superiores";"Hombres";"2020";4287
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2010";3810
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2013";4390
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2014";4612
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2015";4690
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2016";4870
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2018";5309
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2019";5578
"Debagoiena / Alto Deba";"Superiores";"Mujeres";"2020";5869
"Donostialdea";"Analfabetos";"Hombres";"2010";443
"Donostialdea";"Analfabetos";"Hombres";"2013";373
"Donostialdea";"Analfabetos";"Hombres";"2014";349
"Donostialdea";"Analfabetos";"Hombres";"2015";332
"Donostialdea";"Analfabetos";"Hombres";"2016";320
"Donostialdea";"Analfabetos";"Hombres";"2018";273
"Donostialdea";"Analfabetos";"Hombres";"2019";267
"Donostialdea";"Analfabetos";"Hombres";"2020";243
"Donostialdea";"Analfabetos";"Mujeres";"2010";996
"Donostialdea";"Analfabetos";"Mujeres";"2013";814
"Donostialdea";"Analfabetos";"Mujeres";"2014";767
"Donostialdea";"Analfabetos";"Mujeres";"2015";734
"Donostialdea";"Analfabetos";"Mujeres";"2016";699
"Donostialdea";"Analfabetos";"Mujeres";"2018";611
"Donostialdea";"Analfabetos";"Mujeres";"2019";571
"Donostialdea";"Analfabetos";"Mujeres";"2020";537
"Donostialdea";"Sin estudios";"Hombres";"2010";2961
"Donostialdea";"Sin estudios";"Hombres";"2013";2569
"Donostialdea";"Sin estudios";"Hombres";"2014";2459
"Donostialdea";"Sin estudios";"Hombres";"2015";2387
"Donostialdea";"Sin estudios";"Hombres";"2016";2248
"Donostialdea";"Sin estudios";"Hombres";"2018";2285
"Donostialdea";"Sin estudios";"Hombres";"2019";2200
"Donostialdea";"Sin estudios";"Hombres";"2020";2156
"Donostialdea";"Sin estudios";"Mujeres";"2010";4912
"Donostialdea";"Sin estudios";"Mujeres";"2013";4294
"Donostialdea";"Sin estudios";"Mujeres";"2014";4068
"Donostialdea";"Sin estudios";"Mujeres";"2015";3921
"Donostialdea";"Sin estudios";"Mujeres";"2016";3777
"Donostialdea";"Sin estudios";"Mujeres";"2018";3643
"Donostialdea";"Sin estudios";"Mujeres";"2019";3537
"Donostialdea";"Sin estudios";"Mujeres";"2020";3461
"Donostialdea";"Primarios";"Hombres";"2010";43705
"Donostialdea";"Primarios";"Hombres";"2013";41600
"Donostialdea";"Primarios";"Hombres";"2014";40943
"Donostialdea";"Primarios";"Hombres";"2015";40560
"Donostialdea";"Primarios";"Hombres";"2016";40084
"Donostialdea";"Primarios";"Hombres";"2018";38368
"Donostialdea";"Primarios";"Hombres";"2019";37270
"Donostialdea";"Primarios";"Hombres";"2020";37018
"Donostialdea";"Primarios";"Mujeres";"2010";54003
"Donostialdea";"Primarios";"Mujeres";"2013";51704
"Donostialdea";"Primarios";"Mujeres";"2014";51052
"Donostialdea";"Primarios";"Mujeres";"2015";50361
"Donostialdea";"Primarios";"Mujeres";"2016";49547
"Donostialdea";"Primarios";"Mujeres";"2018";47669
"Donostialdea";"Primarios";"Mujeres";"2019";46272
"Donostialdea";"Primarios";"Mujeres";"2020";45584
"Donostialdea";"Profesionales";"Hombres";"2010";25754
"Donostialdea";"Profesionales";"Hombres";"2013";28474
"Donostialdea";"Profesionales";"Hombres";"2014";28947
"Donostialdea";"Profesionales";"Hombres";"2015";29384
"Donostialdea";"Profesionales";"Hombres";"2016";29968
"Donostialdea";"Profesionales";"Hombres";"2018";30773
"Donostialdea";"Profesionales";"Hombres";"2019";32734
"Donostialdea";"Profesionales";"Hombres";"2020";33914
"Donostialdea";"Profesionales";"Mujeres";"2010";19198
"Donostialdea";"Profesionales";"Mujeres";"2013";20862
"Donostialdea";"Profesionales";"Mujeres";"2014";21211
"Donostialdea";"Profesionales";"Mujeres";"2015";21568
"Donostialdea";"Profesionales";"Mujeres";"2016";21762
"Donostialdea";"Profesionales";"Mujeres";"2018";22642
"Donostialdea";"Profesionales";"Mujeres";"2019";24039
"Donostialdea";"Profesionales";"Mujeres";"2020";24942
"Donostialdea";"Secundarios";"Hombres";"2010";32334
"Donostialdea";"Secundarios";"Hombres";"2013";32121
"Donostialdea";"Secundarios";"Hombres";"2014";32012
"Donostialdea";"Secundarios";"Hombres";"2015";32421
"Donostialdea";"Secundarios";"Hombres";"2016";32221
"Donostialdea";"Secundarios";"Hombres";"2018";32659
"Donostialdea";"Secundarios";"Hombres";"2019";32582
"Donostialdea";"Secundarios";"Hombres";"2020";32205
"Donostialdea";"Secundarios";"Mujeres";"2010";32934
"Donostialdea";"Secundarios";"Mujeres";"2013";33642
"Donostialdea";"Secundarios";"Mujeres";"2014";33634
"Donostialdea";"Secundarios";"Mujeres";"2015";34070
"Donostialdea";"Secundarios";"Mujeres";"2016";34066
"Donostialdea";"Secundarios";"Mujeres";"2018";34617
"Donostialdea";"Secundarios";"Mujeres";"2019";34667
"Donostialdea";"Secundarios";"Mujeres";"2020";34396
"Donostialdea";"Medio-superiores";"Hombres";"2010";10356
"Donostialdea";"Medio-superiores";"Hombres";"2013";9152
"Donostialdea";"Medio-superiores";"Hombres";"2014";8875
"Donostialdea";"Medio-superiores";"Hombres";"2015";8649
"Donostialdea";"Medio-superiores";"Hombres";"2016";8752
"Donostialdea";"Medio-superiores";"Hombres";"2018";8512
"Donostialdea";"Medio-superiores";"Hombres";"2019";8290
"Donostialdea";"Medio-superiores";"Hombres";"2020";8005
"Donostialdea";"Medio-superiores";"Mujeres";"2010";15745
"Donostialdea";"Medio-superiores";"Mujeres";"2013";14759
"Donostialdea";"Medio-superiores";"Mujeres";"2014";14621
"Donostialdea";"Medio-superiores";"Mujeres";"2015";14319
"Donostialdea";"Medio-superiores";"Mujeres";"2016";14594
"Donostialdea";"Medio-superiores";"Mujeres";"2018";14219
"Donostialdea";"Medio-superiores";"Mujeres";"2019";13784
"Donostialdea";"Medio-superiores";"Mujeres";"2020";13285
"Donostialdea";"Superiores";"Hombres";"2010";23484
"Donostialdea";"Superiores";"Hombres";"2013";25597
"Donostialdea";"Superiores";"Hombres";"2014";26282
"Donostialdea";"Superiores";"Hombres";"2015";26624
"Donostialdea";"Superiores";"Hombres";"2016";26988
"Donostialdea";"Superiores";"Hombres";"2018";28647
"Donostialdea";"Superiores";"Hombres";"2019";29426
"Donostialdea";"Superiores";"Hombres";"2020";30540
"Donostialdea";"Superiores";"Mujeres";"2010";24904
"Donostialdea";"Superiores";"Mujeres";"2013";27679
"Donostialdea";"Superiores";"Mujeres";"2014";28663
"Donostialdea";"Superiores";"Mujeres";"2015";29228
"Donostialdea";"Superiores";"Mujeres";"2016";30138
"Donostialdea";"Superiores";"Mujeres";"2018";32529
"Donostialdea";"Superiores";"Mujeres";"2019";33945
"Donostialdea";"Superiores";"Mujeres";"2020";35752
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2010";179
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2013";153
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2014";144
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2015";135
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2016";126
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2018";115
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2019";117
"Durangaldea / Duranguesado";"Analfabetos";"Hombres";"2020";110
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2010";442
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2013";364
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2014";352
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2015";330
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2016";304
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2018";265
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2019";255
