"Renta personal media de la C.A. de Euskadi (euros) por ámbitos territoriales, tipo de renta, sexo y periodo"

"ámbitos territoriales";"tipo de renta";"sexo";"periodo";Renta personal media de la C.A. de Euskadi (euros)
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2003";14459
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2006";16960
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2009";19126
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2011";19148
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2013";17990
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2014";17908
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2015";17338
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2016";17732
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2017";17643
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2018";17879
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Hombres";"2019";17587
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2001";5094
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2003";6801
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2006";8206
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2009";11216
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2011";10940
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2013";10239
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2014";10323
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2015";10324
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2016";10511
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2017";10703
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2018";11087
"Iruña Oka/Iruña de Oca";"Renta del trabajo";"Mujeres";"2019";11565
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2001";571
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2003";648
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2006";958
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2009";816
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2011";661
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2013";597
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2014";459
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2015";512
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2016";547
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2017";624
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2018";465
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Total";"2019";712
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2001";680
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2003";709
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2006";936
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2009";870
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2011";736
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2013";646
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2014";563
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2015";661
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2016";614
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2017";1016
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2018";664
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Hombres";"2019";987
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2001";448
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2003";580
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2006";982
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2009";759
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2011";580
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2013";544
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2014";345
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2015";349
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2016";474
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2017";197
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2018";245
"Iruña Oka/Iruña de Oca";"Renta capital mobiliario";"Mujeres";"2019";406
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2001";112
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2003";166
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2006";246
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2009";368
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2011";357
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2013";331
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2014";331
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2015";317
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2016";386
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2017";373
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2018";420
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Total";"2019";402
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2001";93
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2003";147
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2006";187
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2009";346
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2011";348
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2013";325
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2014";348
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2015";337
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2016";422
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2017";410
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2018";432
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Hombres";"2019";430
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2001";133
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2003";188
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2006";311
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2009";392
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2011";366
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2013";336
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2014";312
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2015";295
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2016";347
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2017";331
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2018";407
"Iruña Oka/Iruña de Oca";"Renta capital inmobiliario";"Mujeres";"2019";371
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2001";942
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2003";892
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2006";1093
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2009";1079
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2011";964
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2013";1064
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2014";919
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2015";998
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2016";1069
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2017";1187
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2018";1065
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Total";"2019";1103
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2001";1353
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2003";1271
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2006";1440
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2009";1544
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2011";1266
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2013";1412
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2014";1211
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2015";1373
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2016";1513
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2017";1717
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2018";1495
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Hombres";"2019";1511
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2001";478
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2003";467
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2006";705
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2009";575
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2011";638
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2013";693
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2014";599
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2015";589
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2016";585
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2017";610
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2018";589
"Iruña Oka/Iruña de Oca";"Renta de actividades";"Mujeres";"2019";650
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2001";1441
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2003";1563
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2006";2187
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2009";3171
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2011";3407
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2013";3487
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2014";3593
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2015";3631
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2016";3625
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2017";3550
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2018";3688
"Iruña Oka/Iruña de Oca";"Transferencias";"Total";"2019";3969
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2001";1802
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2003";1943
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2006";2710
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2009";3948
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2011";4314
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2013";4342
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2014";4411
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2015";4516
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2016";4464
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2017";4525
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2018";4743
"Iruña Oka/Iruña de Oca";"Transferencias";"Hombres";"2019";5045
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2001";1035
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2003";1137
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2006";1602
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2009";2331
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2011";2426
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2013";2576
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2014";2698
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2015";2663
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2016";2710
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2017";2486
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2018";2520
"Iruña Oka/Iruña de Oca";"Transferencias";"Mujeres";"2019";2772
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2001";10702
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2003";12144
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2006";14621
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2009";17908
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2011";17641
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2013";16765
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2014";16587
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2015";16479
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2016";16735
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2017";16855
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2018";16983
"Iruña Oka/Iruña de Oca";"Renta disponible";"Total";"2019";17559
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2001";14260
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2003";15733
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2006";18509
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2009";22019
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2011";21782
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2013";20730
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2014";20370
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2015";20228
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2016";20504
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2017";20973
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2018";20771
"Iruña Oka/Iruña de Oca";"Renta disponible";"Hombres";"2019";21136
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2001";6687
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2003";8111
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2006";10278
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2009";13461
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2011";13166
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2013";12538
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2014";12444
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2015";12379
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2016";12627
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2017";12362
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2018";12790
"Iruña Oka/Iruña de Oca";"Renta disponible";"Mujeres";"2019";13585
"Irura";"Renta total";"Total";"2001";12887
"Irura";"Renta total";"Total";"2003";15225
"Irura";"Renta total";"Total";"2006";18850
"Irura";"Renta total";"Total";"2009";21703
"Irura";"Renta total";"Total";"2011";22293
"Irura";"Renta total";"Total";"2013";21247
"Irura";"Renta total";"Total";"2014";21279
"Irura";"Renta total";"Total";"2015";21768
"Irura";"Renta total";"Total";"2016";22298
"Irura";"Renta total";"Total";"2017";23137
"Irura";"Renta total";"Total";"2018";23552
"Irura";"Renta total";"Total";"2019";23803
"Irura";"Renta total";"Hombres";"2001";17119
"Irura";"Renta total";"Hombres";"2003";20092
"Irura";"Renta total";"Hombres";"2006";24486
"Irura";"Renta total";"Hombres";"2009";27071
"Irura";"Renta total";"Hombres";"2011";27576
"Irura";"Renta total";"Hombres";"2013";26302
"Irura";"Renta total";"Hombres";"2014";26117
"Irura";"Renta total";"Hombres";"2015";27251
"Irura";"Renta total";"Hombres";"2016";28198
"Irura";"Renta total";"Hombres";"2017";29058
"Irura";"Renta total";"Hombres";"2018";29672
"Irura";"Renta total";"Hombres";"2019";29500
"Irura";"Renta total";"Mujeres";"2001";8376
"Irura";"Renta total";"Mujeres";"2003";10065
"Irura";"Renta total";"Mujeres";"2006";12437
"Irura";"Renta total";"Mujeres";"2009";16015
"Irura";"Renta total";"Mujeres";"2011";16705
"Irura";"Renta total";"Mujeres";"2013";15871
"Irura";"Renta total";"Mujeres";"2014";16029
"Irura";"Renta total";"Mujeres";"2015";15970
"Irura";"Renta total";"Mujeres";"2016";16111
"Irura";"Renta total";"Mujeres";"2017";17074
"Irura";"Renta total";"Mujeres";"2018";17163
"Irura";"Renta total";"Mujeres";"2019";17633
"Irura";"Renta del trabajo";"Total";"2001";9849
"Irura";"Renta del trabajo";"Total";"2003";11868
"Irura";"Renta del trabajo";"Total";"2006";14197
"Irura";"Renta del trabajo";"Total";"2009";16448
"Irura";"Renta del trabajo";"Total";"2011";16961
"Irura";"Renta del trabajo";"Total";"2013";15895
"Irura";"Renta del trabajo";"Total";"2014";15482
"Irura";"Renta del trabajo";"Total";"2015";15789
"Irura";"Renta del trabajo";"Total";"2016";16371
"Irura";"Renta del trabajo";"Total";"2017";17067
"Irura";"Renta del trabajo";"Total";"2018";17940
"Irura";"Renta del trabajo";"Total";"2019";18479
"Irura";"Renta del trabajo";"Hombres";"2001";13555
"Irura";"Renta del trabajo";"Hombres";"2003";16069
"Irura";"Renta del trabajo";"Hombres";"2006";18410
"Irura";"Renta del trabajo";"Hombres";"2009";20210
"Irura";"Renta del trabajo";"Hombres";"2011";20840
"Irura";"Renta del trabajo";"Hombres";"2013";19583
"Irura";"Renta del trabajo";"Hombres";"2014";18804
"Irura";"Renta del trabajo";"Hombres";"2015";19436
"Irura";"Renta del trabajo";"Hombres";"2016";20509
"Irura";"Renta del trabajo";"Hombres";"2017";21761
"Irura";"Renta del trabajo";"Hombres";"2018";22833
"Irura";"Renta del trabajo";"Hombres";"2019";23120
"Irura";"Renta del trabajo";"Mujeres";"2001";5900
"Irura";"Renta del trabajo";"Mujeres";"2003";7414
"Irura";"Renta del trabajo";"Mujeres";"2006";9402
"Irura";"Renta del trabajo";"Mujeres";"2009";12462
"Irura";"Renta del trabajo";"Mujeres";"2011";12858
"Irura";"Renta del trabajo";"Mujeres";"2013";11973
"Irura";"Renta del trabajo";"Mujeres";"2014";11877
"Irura";"Renta del trabajo";"Mujeres";"2015";11932
"Irura";"Renta del trabajo";"Mujeres";"2016";12033
"Irura";"Renta del trabajo";"Mujeres";"2017";12261
"Irura";"Renta del trabajo";"Mujeres";"2018";12831
"Irura";"Renta del trabajo";"Mujeres";"2019";13453
"Irura";"Renta capital mobiliario";"Total";"2001";368
"Irura";"Renta capital mobiliario";"Total";"2003";518
"Irura";"Renta capital mobiliario";"Total";"2006";1077
"Irura";"Renta capital mobiliario";"Total";"2009";937
"Irura";"Renta capital mobiliario";"Total";"2011";840
"Irura";"Renta capital mobiliario";"Total";"2013";780
"Irura";"Renta capital mobiliario";"Total";"2014";938
"Irura";"Renta capital mobiliario";"Total";"2015";743
"Irura";"Renta capital mobiliario";"Total";"2016";608
"Irura";"Renta capital mobiliario";"Total";"2017";1205
"Irura";"Renta capital mobiliario";"Total";"2018";644
"Irura";"Renta capital mobiliario";"Total";"2019";479
"Irura";"Renta capital mobiliario";"Hombres";"2001";357
"Irura";"Renta capital mobiliario";"Hombres";"2003";635
"Irura";"Renta capital mobiliario";"Hombres";"2006";1574
"Irura";"Renta capital mobiliario";"Hombres";"2009";1238
"Irura";"Renta capital mobiliario";"Hombres";"2011";959
"Irura";"Renta capital mobiliario";"Hombres";"2013";931
"Irura";"Renta capital mobiliario";"Hombres";"2014";1003
"Irura";"Renta capital mobiliario";"Hombres";"2015";1061
"Irura";"Renta capital mobiliario";"Hombres";"2016";929
"Irura";"Renta capital mobiliario";"Hombres";"2017";1396
"Irura";"Renta capital mobiliario";"Hombres";"2018";845
"Irura";"Renta capital mobiliario";"Hombres";"2019";593
"Irura";"Renta capital mobiliario";"Mujeres";"2001";380
"Irura";"Renta capital mobiliario";"Mujeres";"2003";394
"Irura";"Renta capital mobiliario";"Mujeres";"2006";512
"Irura";"Renta capital mobiliario";"Mujeres";"2009";617
"Irura";"Renta capital mobiliario";"Mujeres";"2011";714
"Irura";"Renta capital mobiliario";"Mujeres";"2013";618
"Irura";"Renta capital mobiliario";"Mujeres";"2014";868
"Irura";"Renta capital mobiliario";"Mujeres";"2015";406
"Irura";"Renta capital mobiliario";"Mujeres";"2016";271
"Irura";"Renta capital mobiliario";"Mujeres";"2017";1010
"Irura";"Renta capital mobiliario";"Mujeres";"2018";433
"Irura";"Renta capital mobiliario";"Mujeres";"2019";356
"Irura";"Renta capital inmobiliario";"Total";"2001";143
"Irura";"Renta capital inmobiliario";"Total";"2003";88
"Irura";"Renta capital inmobiliario";"Total";"2006";179
"Irura";"Renta capital inmobiliario";"Total";"2009";176
"Irura";"Renta capital inmobiliario";"Total";"2011";291
"Irura";"Renta capital inmobiliario";"Total";"2013";375
"Irura";"Renta capital inmobiliario";"Total";"2014";396
"Irura";"Renta capital inmobiliario";"Total";"2015";423
"Irura";"Renta capital inmobiliario";"Total";"2016";446
"Irura";"Renta capital inmobiliario";"Total";"2017";453
"Irura";"Renta capital inmobiliario";"Total";"2018";490
"Irura";"Renta capital inmobiliario";"Total";"2019";516
"Irura";"Renta capital inmobiliario";"Hombres";"2001";159
"Irura";"Renta capital inmobiliario";"Hombres";"2003";121
"Irura";"Renta capital inmobiliario";"Hombres";"2006";226
"Irura";"Renta capital inmobiliario";"Hombres";"2009";214
"Irura";"Renta capital inmobiliario";"Hombres";"2011";375
"Irura";"Renta capital inmobiliario";"Hombres";"2013";456
"Irura";"Renta capital inmobiliario";"Hombres";"2014";486
"Irura";"Renta capital inmobiliario";"Hombres";"2015";509
"Irura";"Renta capital inmobiliario";"Hombres";"2016";557
"Irura";"Renta capital inmobiliario";"Hombres";"2017";546
"Irura";"Renta capital inmobiliario";"Hombres";"2018";548
"Irura";"Renta capital inmobiliario";"Hombres";"2019";554
"Irura";"Renta capital inmobiliario";"Mujeres";"2001";125
"Irura";"Renta capital inmobiliario";"Mujeres";"2003";52
"Irura";"Renta capital inmobiliario";"Mujeres";"2006";125
"Irura";"Renta capital inmobiliario";"Mujeres";"2009";136
"Irura";"Renta capital inmobiliario";"Mujeres";"2011";203
"Irura";"Renta capital inmobiliario";"Mujeres";"2013";289
"Irura";"Renta capital inmobiliario";"Mujeres";"2014";299
"Irura";"Renta capital inmobiliario";"Mujeres";"2015";332
"Irura";"Renta capital inmobiliario";"Mujeres";"2016";329
"Irura";"Renta capital inmobiliario";"Mujeres";"2017";358
"Irura";"Renta capital inmobiliario";"Mujeres";"2018";429
"Irura";"Renta capital inmobiliario";"Mujeres";"2019";476
"Irura";"Renta de actividades";"Total";"2001";856
"Irura";"Renta de actividades";"Total";"2003";811
"Irura";"Renta de actividades";"Total";"2006";994
"Irura";"Renta de actividades";"Total";"2009";1141
"Irura";"Renta de actividades";"Total";"2011";833
"Irura";"Renta de actividades";"Total";"2013";876
"Irura";"Renta de actividades";"Total";"2014";1017
"Irura";"Renta de actividades";"Total";"2015";1106
"Irura";"Renta de actividades";"Total";"2016";1095
"Irura";"Renta de actividades";"Total";"2017";883
"Irura";"Renta de actividades";"Total";"2018";1066
"Irura";"Renta de actividades";"Total";"2019";976
"Irura";"Renta de actividades";"Hombres";"2001";1134
"Irura";"Renta de actividades";"Hombres";"2003";1063
"Irura";"Renta de actividades";"Hombres";"2006";1386
"Irura";"Renta de actividades";"Hombres";"2009";1715
"Irura";"Renta de actividades";"Hombres";"2011";1369
"Irura";"Renta de actividades";"Hombres";"2013";1408
"Irura";"Renta de actividades";"Hombres";"2014";1657
"Irura";"Renta de actividades";"Hombres";"2015";1682
"Irura";"Renta de actividades";"Hombres";"2016";1641
"Irura";"Renta de actividades";"Hombres";"2017";1252
"Irura";"Renta de actividades";"Hombres";"2018";1596
"Irura";"Renta de actividades";"Hombres";"2019";1490
"Irura";"Renta de actividades";"Mujeres";"2001";559
"Irura";"Renta de actividades";"Mujeres";"2003";544
"Irura";"Renta de actividades";"Mujeres";"2006";549
"Irura";"Renta de actividades";"Mujeres";"2009";532
"Irura";"Renta de actividades";"Mujeres";"2011";266
"Irura";"Renta de actividades";"Mujeres";"2013";311
"Irura";"Renta de actividades";"Mujeres";"2014";322
"Irura";"Renta de actividades";"Mujeres";"2015";498
"Irura";"Renta de actividades";"Mujeres";"2016";522
"Irura";"Renta de actividades";"Mujeres";"2017";506
"Irura";"Renta de actividades";"Mujeres";"2018";514
"Irura";"Renta de actividades";"Mujeres";"2019";418
"Irura";"Transferencias";"Total";"2001";1670
"Irura";"Transferencias";"Total";"2003";1940
"Irura";"Transferencias";"Total";"2006";2403
"Irura";"Transferencias";"Total";"2009";3002
"Irura";"Transferencias";"Total";"2011";3368
"Irura";"Transferencias";"Total";"2013";3321
"Irura";"Transferencias";"Total";"2014";3445
"Irura";"Transferencias";"Total";"2015";3707
"Irura";"Transferencias";"Total";"2016";3777
"Irura";"Transferencias";"Total";"2017";3527
"Irura";"Transferencias";"Total";"2018";3412
"Irura";"Transferencias";"Total";"2019";3352
"Irura";"Transferencias";"Hombres";"2001";1914
"Irura";"Transferencias";"Hombres";"2003";2204
"Irura";"Transferencias";"Hombres";"2006";2890
"Irura";"Transferencias";"Hombres";"2009";3694
"Irura";"Transferencias";"Hombres";"2011";4033
"Irura";"Transferencias";"Hombres";"2013";3924
"Irura";"Transferencias";"Hombres";"2014";4166
"Irura";"Transferencias";"Hombres";"2015";4563
"Irura";"Transferencias";"Hombres";"2016";4562
"Irura";"Transferencias";"Hombres";"2017";4103
"Irura";"Transferencias";"Hombres";"2018";3849
"Irura";"Transferencias";"Hombres";"2019";3743
"Irura";"Transferencias";"Mujeres";"2001";1411
"Irura";"Transferencias";"Mujeres";"2003";1660
"Irura";"Transferencias";"Mujeres";"2006";1849
"Irura";"Transferencias";"Mujeres";"2009";2269
"Irura";"Transferencias";"Mujeres";"2011";2664
"Irura";"Transferencias";"Mujeres";"2013";2680
"Irura";"Transferencias";"Mujeres";"2014";2663
"Irura";"Transferencias";"Mujeres";"2015";2801
"Irura";"Transferencias";"Mujeres";"2016";2955
"Irura";"Transferencias";"Mujeres";"2017";2938
